Arrondissement,annee_mutation,prix_m2,type_local,nombre_pieces_principales
8,2020,3333.3333333333335,Local industriel. commercial ou assimilé,0.0
3,2020,8400.0,Appartement,1.0
8,2020,12678.57142857143,Appartement,2.0
3,2020,10769.23076923077,Appartement,2.0
1,2020,10000.0,Appartement,1.0
3,2020,16675.0,Appartement,1.0
8,2020,13166.666666666666,Appartement,1.0
1,2020,10272.727272727272,Appartement,2.0
1,2020,10000.0,Appartement,1.0
1,2020,3061.2244897959185,Appartement,4.0
3,2020,1250.0,Appartement,1.0
1,2020,12777.777777777777,Appartement,3.0
8,2020,10125.0,Appartement,1.0
8,2020,10037.105263157895,Appartement,3.0
1,2020,7949.326666666667,Local industriel. commercial ou assimilé,0.0
1,2020,37262.46875,Appartement,2.0
8,2020,36133.30303030303,Appartement,1.0
1,2020,11515.151515151516,Appartement,1.0
1,2020,86.20689655172414,Appartement,5.0
8,2020,230555.55555555556,Local industriel. commercial ou assimilé,0.0
8,2020,436842.1052631579,Appartement,2.0
8,2020,332000.0,Local industriel. commercial ou assimilé,0.0
8,2020,207500.0,Appartement,6.0
8,2020,553333.3333333334,Appartement,2.0
8,2020,332000.0,Appartement,3.0
8,2020,237142.85714285713,Appartement,3.0
8,2020,251515.15151515152,Appartement,2.0
8,2020,553333.3333333334,Appartement,1.0
8,2020,255384.61538461538,Appartement,3.0
8,2020,127692.30769230769,Appartement,9.0
3,2020,25052.63157894737,Appartement,2.0
1,2020,15769.23076923077,Appartement,2.0
10,2020,9714.285714285714,Appartement,2.0
20,2020,8105.263157894737,Appartement,2.0
20,2020,9208.333333333334,Appartement,1.0
18,2020,32069.5,Appartement,2.0
5,2020,13750.0,Appartement,1.0
5,2020,13934.426229508197,Appartement,3.0
5,2020,30571.428571428572,Appartement,1.0
7,2020,151.5151515151515,Appartement,2.0
5,2020,15079.36507936508,Appartement,3.0
6,2020,31232.22748815166,Appartement,6.0
7,2020,25274.725274725275,Appartement,3.0
7,2020,17424.242424242424,Appartement,5.0
5,2020,14444.444444444445,Appartement,1.0
7,2020,16888.88888888889,Appartement,1.0
5,2020,7050.0,Local industriel. commercial ou assimilé,0.0
5,2020,5755.102040816327,Local industriel. commercial ou assimilé,0.0
5,2020,14192.307692307691,Appartement,1.0
6,2020,24285.0,Appartement,2.0
6,2020,29615.384615384617,Appartement,1.0
5,2020,104.16666666666667,Appartement,1.0
7,2020,546.6666666666666,Appartement,1.0
5,2020,13415.333333333334,Appartement,4.0
5,2020,13762.121212121212,Appartement,2.0
6,2020,18333.333333333332,Appartement,2.0
6,2020,380.1169590643275,Appartement,6.0
6,2020,14000.0,Appartement,1.0
5,2020,7948.717948717948,Appartement,2.0
7,2020,18673.170731707316,Appartement,4.0
7,2020,16716.417910447763,Appartement,3.0
5,2020,14500.0,Appartement,1.0
7,2020,439140.9090909091,Appartement,1.0
5,2020,16698.866666666665,Appartement,4.0
5,2020,8545.454545454546,Appartement,5.0
6,2020,12954.545454545454,Appartement,2.0
5,2020,259.77272727272725,Appartement,1.0
5,2020,287.72727272727275,Appartement,1.0
7,2020,19611.11111111111,Appartement,1.0
7,2020,19500.0,Appartement,2.0
6,2020,6842.105263157895,Appartement,1.0
7,2020,1069.4444444444443,Appartement,2.0
6,2020,17857.14285714286,Appartement,4.0
6,2020,28301.88679245283,Appartement,2.0
7,2020,11612.90322580645,Appartement,2.0
5,2020,12500.0,Appartement,1.0
7,2020,6642.857142857143,Appartement,1.0
5,2020,14666.666666666666,Appartement,3.0
6,2020,55.0,Appartement,5.0
6,2020,13185.975,Appartement,5.0
7,2020,15370.37037037037,Appartement,3.0
6,2020,16777.777777777777,Appartement,2.0
7,2020,14218.75,Appartement,1.0
6,2020,15000.0,Appartement,1.0
7,2020,14772.727272727272,Appartement,1.0
6,2020,13380.0,Appartement,1.0
5,2020,14000.0,Appartement,1.0
6,2020,140532.53846153847,Appartement,1.0
5,2020,6006.369426751592,Appartement,5.0
5,2020,11787.5,Appartement,2.0
5,2020,16300.0,Appartement,1.0
7,2020,12307.714285714286,Appartement,2.0
7,2020,16800.0,Appartement,2.0
6,2020,12931.034482758621,Appartement,2.0
6,2020,14258.064516129032,Appartement,2.0
6,2020,10869.565217391304,Appartement,1.0
6,2020,10319.277108433735,Appartement,4.0
6,2020,10196.42857142857,Appartement,4.0
6,2020,16313.75,Appartement,1.0
5,2020,10169.49152542373,Appartement,3.0
5,2020,12682.955555555556,Local industriel. commercial ou assimilé,0.0
7,2020,26937.5,Appartement,5.0
7,2020,13043.478260869566,Appartement,2.0
6,2020,714.2857142857143,Local industriel. commercial ou assimilé,0.0
6,2020,43.604651162790695,Appartement,11.0
5,2020,14179.48717948718,Appartement,2.0
5,2020,10631.578947368422,Appartement,1.0
7,2020,18179.560747663552,Appartement,4.0
7,2020,2160.0,Local industriel. commercial ou assimilé,0.0
6,2020,19300.0,Local industriel. commercial ou assimilé,0.0
5,2020,12000.0,Appartement,2.0
6,2020,43548.16901408451,Appartement,2.0
6,2020,22085.14285714286,Appartement,5.0
6,2020,13522.727272727272,Appartement,2.0
5,2020,5940.0,Appartement,1.0
5,2020,8437.5,Appartement,5.0
7,2020,15571.42857142857,Appartement,1.0
6,2020,34210.52631578947,Local industriel. commercial ou assimilé,0.0
5,2020,18125.0,Appartement,1.0
6,2020,115.53030303030303,Appartement,3.0
6,2020,214.7887323943662,Local industriel. commercial ou assimilé,0.0
6,2020,19280.575539568345,Appartement,3.0
7,2020,14545.454545454546,Appartement,3.0
6,2020,18060.60606060606,Appartement,2.0
5,2020,9722.222222222223,Appartement,1.0
5,2020,23200.0,Appartement,3.0
5,2020,19981.81818181818,Appartement,4.0
5,2020,25361.53846153846,Appartement,4.0
6,2020,14969.69696969697,Appartement,4.0
7,2020,9257.142857142857,Appartement,3.0
7,2020,14693.877551020409,Appartement,1.0
6,2020,17371.428571428572,Appartement,2.0
6,2020,13482.758620689656,Appartement,4.0
7,2020,16545.454545454544,Appartement,1.0
7,2020,21794.871794871793,Appartement,5.0
7,2020,303571.4285714286,Appartement,1.0
7,2020,31481.48148148148,Appartement,4.0
7,2020,94.33962264150944,Appartement,5.0
5,2020,18777.777777777777,Appartement,1.0
7,2020,75.47169811320755,Appartement,5.0
5,2020,14848.484848484848,Appartement,2.0
5,2020,10650.0,Appartement,2.0
6,2020,15500.0,Appartement,1.0
7,2020,10869.565217391304,Appartement,1.0
7,2020,77390.47619047618,Appartement,4.0
7,2020,12727.272727272728,Appartement,4.0
5,2020,12894.736842105263,Appartement,1.0
6,2020,40600.0,Local industriel. commercial ou assimilé,0.0
6,2020,125.0,Appartement,3.0
6,2020,20242.424242424244,Appartement,3.0
7,2020,13269.23076923077,Appartement,2.0
6,2020,15742.857142857143,Appartement,1.0
6,2020,22765.30612244898,Appartement,4.0
6,2020,11666.666666666666,Appartement,2.0
5,2020,11568.181818181818,Appartement,1.0
6,2020,16000.0,Appartement,1.0
7,2020,17361.11111111111,Local industriel. commercial ou assimilé,0.0
5,2020,12000.0,Appartement,1.0
5,2020,4978.431372549019,Appartement,3.0
6,2020,15750.0,Appartement,1.0
6,2020,13793.103448275862,Appartement,2.0
6,2020,17171.717171717173,Appartement,3.0
6,2020,19363.636363636364,Appartement,1.0
7,2020,272.92035398230087,Appartement,3.0
6,2020,18364.70588235294,Appartement,1.0
7,2020,16375.0,Appartement,2.0
6,2020,20000.0,Local industriel. commercial ou assimilé,0.0
5,2020,9151.515151515152,Local industriel. commercial ou assimilé,0.0
5,2020,12721.269841269841,Appartement,3.0
6,2020,14750.0,Appartement,1.0
5,2020,440000.0,Appartement,1.0
5,2020,26190.47619047619,Appartement,4.0
5,2020,36666.666666666664,Local industriel. commercial ou assimilé,0.0
6,2020,17900.0,Appartement,1.0
5,2020,12400.0,Appartement,1.0
6,2020,20000.0,Appartement,1.0
5,2020,13076.923076923076,Appartement,1.0
6,2020,14444.444444444445,Appartement,2.0
6,2020,13492.063492063493,Appartement,5.0
5,2020,10076.923076923076,Appartement,1.0
6,2020,12000.0,Appartement,1.0
7,2020,13214.285714285714,Appartement,1.0
7,2020,1488.888888888889,Appartement,7.0
6,2020,20576.923076923078,Appartement,3.0
6,2020,15620.43795620438,Appartement,5.0
5,2020,11235.955056179775,Appartement,3.0
7,2020,14333.333333333334,Appartement,1.0
7,2020,17260.0,Appartement,2.0
6,2020,9655.172413793103,Appartement,1.0
6,2020,15555.555555555555,Appartement,3.0
5,2020,15354.430379746835,Appartement,4.0
5,2020,12037.25,Appartement,2.0
6,2020,13333.333333333334,Appartement,3.0
5,2020,12407.407407407407,Appartement,2.0
6,2020,16205.882352941177,Appartement,2.0
7,2020,11513.157894736842,Appartement,1.0
5,2020,9600.0,Appartement,1.0
7,2020,20000.0,Appartement,1.0
5,2020,12514.285714285714,Appartement,2.0
6,2020,5802.197802197802,Appartement,4.0
5,2020,12500.0,Appartement,1.0
5,2020,11276.923076923076,Appartement,3.0
5,2020,22212.121212121212,Appartement,2.0
5,2020,10000.0,Appartement,1.0
6,2020,40915.0,Appartement,2.0
6,2020,11859.420289855072,Appartement,3.0
7,2020,10817.307692307691,Local industriel. commercial ou assimilé,0.0
5,2020,10000.0,Appartement,1.0
5,2020,10904.166666666666,Appartement,3.0
5,2020,16314.375,Appartement,1.0
5,2020,139925.0,Appartement,1.0
6,2020,14324.324324324325,Appartement,4.0
5,2020,12550.576923076924,Appartement,1.0
5,2020,9250.0,Appartement,1.0
5,2020,14196.42857142857,Appartement,1.0
7,2020,10200.25,Appartement,1.0
7,2020,14166.666666666666,Appartement,2.0
6,2020,384.61538461538464,Appartement,1.0
6,2020,17142.85714285714,Appartement,1.0
5,2020,18428.571428571428,Appartement,1.0
7,2020,16689.333333333332,Appartement,1.0
5,2020,11200.0,Appartement,2.0
5,2020,11500.0,Appartement,1.0
7,2020,15802.919708029198,Appartement,5.0
5,2020,13764.70588235294,Appartement,1.0
5,2020,29545.454545454544,Appartement,2.0
5,2020,12037.037037037036,Appartement,4.0
6,2020,20773.19587628866,Appartement,4.0
5,2020,12184.21052631579,Appartement,2.0
7,2020,13484.848484848484,Appartement,2.0
6,2020,40166.666666666664,Local industriel. commercial ou assimilé,0.0
6,2020,26777.777777777777,Appartement,1.0
6,2020,80333.33333333333,Appartement,1.0
6,2020,111067.16666666667,Appartement,1.0
6,2020,63466.95238095238,Appartement,2.0
5,2020,15000.0,Appartement,4.0
6,2020,13513.513513513513,Appartement,5.0
7,2020,125000.0,Local industriel. commercial ou assimilé,0.0
5,2020,16828.466666666667,Appartement,1.0
5,2020,10000.0,Appartement,2.0
5,2020,8510.63829787234,Appartement,2.0
5,2020,16666.666666666668,Appartement,1.0
5,2020,11421.052631578947,Appartement,1.0
5,2020,15076.923076923076,Appartement,2.0
7,2020,13637.09677419355,Appartement,1.0
7,2020,10993.377483443708,Appartement,5.0
7,2020,416.6666666666667,Appartement,4.0
7,2020,19636.363636363636,Appartement,4.0
5,2020,11854.838709677419,Appartement,2.0
5,2020,10454.545454545454,Local industriel. commercial ou assimilé,0.0
5,2020,14634.146341463415,Appartement,2.0
5,2020,15717.391304347826,Appartement,1.0
5,2020,11714.285714285714,Appartement,2.0
6,2020,13932.0,Appartement,2.0
6,2020,17000.0,Appartement,1.0
5,2020,15089.627906976744,Appartement,2.0
7,2020,14883.720930232557,Appartement,2.0
6,2020,17200.0,Appartement,2.0
5,2020,17500.0,Appartement,1.0
6,2020,11625.0,Appartement,1.0
6,2020,18059.701492537315,Appartement,2.0
5,2020,12125.0,Appartement,3.0
5,2020,21555.555555555555,Appartement,1.0
5,2020,12667.5,Appartement,3.0
5,2020,14687.5,Local industriel. commercial ou assimilé,0.0
7,2020,13592.233009708738,Appartement,4.0
7,2020,23827.272727272728,Appartement,5.0
7,2020,22659.29203539823,Appartement,6.0
5,2020,25722.222222222223,Appartement,1.0
5,2020,33071.42857142857,Appartement,1.0
7,2020,28793.5,Local industriel. commercial ou assimilé,0.0
7,2020,44297.692307692305,Appartement,1.0
5,2020,11000.0,Appartement,1.0
7,2020,16666.666666666668,Appartement,1.0
6,2020,24137.931034482757,Appartement,6.0
7,2020,194126.66666666666,Appartement,1.0
7,2020,24265.833333333332,Appartement,5.0
5,2020,7424.242424242424,Appartement,2.0
5,2020,6125.0,Appartement,3.0
7,2020,15826.35294117647,Appartement,1.0
7,2020,20000.0,Appartement,1.0
6,2020,20933.333333333332,Appartement,3.0
6,2020,116.27906976744185,Appartement,5.0
5,2020,12884.615384615385,Appartement,2.0
7,2020,13888.888888888889,Appartement,1.0
5,2020,13000.0,Appartement,1.0
5,2020,12972.972972972973,Local industriel. commercial ou assimilé,0.0
6,2020,15714.285714285714,Appartement,1.0
5,2020,15000.0,Appartement,1.0
6,2020,13636.363636363636,Appartement,6.0
6,2020,13105.263157894737,Appartement,3.0
7,2020,19464.197530864196,Appartement,3.0
5,2020,11739.130434782608,Appartement,1.0
5,2020,18157.894736842107,Appartement,1.0
5,2020,9000.0,Appartement,2.0
6,2020,16111.111111111111,Appartement,1.0
7,2020,17062.5,Appartement,1.0
5,2020,32666.666666666668,Appartement,1.0
6,2020,18933.333333333332,Appartement,3.0
7,2020,41071.42857142857,Appartement,1.0
7,2020,44230.769230769234,Appartement,1.0
5,2020,10750.0,Appartement,1.0
6,2020,18097.5,Appartement,2.0
5,2020,14565.217391304348,Appartement,2.0
5,2020,12400.0,Appartement,1.0
7,2020,10000.0,Appartement,5.0
6,2020,9918.7,Appartement,2.0
5,2020,24131.25,Appartement,3.0
7,2020,14333.333333333334,Appartement,1.0
5,2020,12305.555555555555,Appartement,2.0
5,2020,12610.46511627907,Appartement,2.0
6,2020,17567.567567567567,Appartement,3.0
7,2020,22656.25,Appartement,3.0
5,2020,12715.79569892473,Appartement,4.0
7,2020,32125.0,Appartement,1.0
7,2020,14516.129032258064,Appartement,1.0
7,2020,6571.428571428572,Appartement,2.0
7,2020,13055.555555555555,Appartement,0.0
7,2020,12272.727272727272,Appartement,1.0
6,2020,2507.1428571428573,Appartement,1.0
7,2020,11666.666666666666,Appartement,1.0
6,2020,13142.857142857143,Appartement,2.0
5,2020,29500.0,Appartement,1.0
6,2020,14500.0,Appartement,1.0
5,2020,13297.297297297297,Appartement,2.0
6,2020,17702.702702702703,Appartement,2.0
6,2020,20370.37037037037,Appartement,1.0
5,2020,28571.428571428572,Local industriel. commercial ou assimilé,0.0
5,2020,15384.615384615385,Local industriel. commercial ou assimilé,0.0
6,2020,20673.075,Appartement,2.0
5,2020,61000.0,Local industriel. commercial ou assimilé,0.0
5,2020,36538.46153846154,Appartement,2.0
6,2020,21590.909090909092,Local industriel. commercial ou assimilé,0.0
7,2020,14950.0,Appartement,1.0
6,2020,11136.363636363636,Appartement,1.0
6,2020,8469.64705882353,Appartement,3.0
7,2020,14000.0,Appartement,1.0
7,2020,13000.0,Appartement,2.0
6,2020,28571.428571428572,Appartement,0.0
6,2020,13303.57142857143,Appartement,2.0
5,2020,12500.0,Appartement,2.0
5,2020,5859.375,Appartement,3.0
5,2020,8137.038461538462,Appartement,2.0
5,2020,11500.0,Appartement,3.0
7,2020,36100.0,Local industriel. commercial ou assimilé,0.0
7,2020,16409.090909090908,Appartement,1.0
7,2020,20161.11111111111,Appartement,4.0
7,2020,16289.308176100629,Appartement,6.0
5,2020,15555.555555555555,Appartement,1.0
7,2020,14444.444444444445,Appartement,1.0
5,2020,20000.0,Appartement,3.0
5,2020,14533.333333333334,Appartement,2.0
5,2020,1111.111111111111,Appartement,1.0
6,2020,13170.833333333334,Appartement,1.0
5,2020,11306.666666666666,Appartement,3.0
7,2020,13775.0,Appartement,3.0
6,2020,15461.3125,Appartement,1.0
5,2020,14500.0,Appartement,2.0
5,2020,8333.333333333334,Local industriel. commercial ou assimilé,0.0
7,2020,17718.720930232557,Appartement,4.0
7,2020,10600.0,Appartement,1.0
6,2020,14916.666666666666,Appartement,1.0
5,2020,13260.869565217392,Appartement,1.0
6,2020,10945.945945945947,Local industriel. commercial ou assimilé,0.0
5,2020,18000.0,Local industriel. commercial ou assimilé,0.0
6,2020,9523.809523809523,Appartement,5.0
5,2020,15625.0,Appartement,4.0
7,2020,36562.5,Appartement,2.0
5,2020,10400.0,Appartement,3.0
7,2020,11666.666666666666,Appartement,5.0
7,2020,122552.5,Local industriel. commercial ou assimilé,0.0
7,2020,35015.0,Local industriel. commercial ou assimilé,0.0
7,2020,59781.70731707317,Appartement,3.0
7,2020,43768.75,Local industriel. commercial ou assimilé,0.0
6,2020,4342.105263157895,Local industriel. commercial ou assimilé,0.0
7,2020,10611.111111111111,Appartement,1.0
5,2020,20000.0,Appartement,2.0
6,2020,16868.75,Appartement,4.0
7,2020,9709.677419354839,Local industriel. commercial ou assimilé,0.0
5,2020,13750.0,Appartement,2.0
5,2020,17857.14285714286,Appartement,3.0
7,2020,13775.510204081633,Appartement,4.0
5,2020,10625.0,Appartement,1.0
6,2020,108750.0,Appartement,1.0
6,2020,9666.666666666666,Appartement,4.0
7,2020,12000.0,Appartement,2.0
6,2020,23387.09677419355,Local industriel. commercial ou assimilé,0.0
6,2020,17013.513513513513,Appartement,2.0
7,2020,762.7118644067797,Local industriel. commercial ou assimilé,0.0
5,2020,54.3203488372093,Local industriel. commercial ou assimilé,0.0
6,2020,18157.222222222223,Appartement,1.0
7,2020,14333.333333333334,Appartement,4.0
5,2020,13400.0,Appartement,1.0
5,2020,13842.105263157895,Appartement,1.0
6,2020,261904.75,Appartement,1.0
7,2020,12828.282828282829,Appartement,5.0
7,2020,19843.75,Appartement,3.0
6,2020,14902.0,Appartement,1.0
6,2020,14285.714285714286,Appartement,1.0
5,2020,11111.111111111111,Appartement,1.0
5,2020,303.030303030303,Appartement,2.0
5,2020,10050.0,Appartement,1.0
6,2020,9536.0,Appartement,3.0
6,2020,15438.59649122807,Appartement,2.0
7,2020,16612.5,Appartement,3.0
7,2020,12388.888888888889,Appartement,1.0
7,2020,20000.0,Appartement,4.0
7,2020,36000.0,Appartement,4.0
5,2020,19800.0,Appartement,1.0
7,2020,11111.111111111111,Appartement,1.0
6,2020,52307.692307692305,Appartement,1.0
5,2020,10460.0,Appartement,1.0
5,2020,12909.09090909091,Appartement,3.0
6,2020,13400.0,Appartement,1.0
5,2020,15029.411764705883,Appartement,1.0
7,2020,13333.333333333334,Appartement,1.0
5,2020,10000.0,Appartement,2.0
6,2020,16666.666666666668,Appartement,2.0
6,2020,21000.0,Local industriel. commercial ou assimilé,0.0
7,2020,31000.0,Local industriel. commercial ou assimilé,0.0
7,2020,35000.0,Local industriel. commercial ou assimilé,0.0
6,2020,25961.53846153846,Local industriel. commercial ou assimilé,0.0
5,2020,6250.0,Appartement,1.0
6,2020,15510.204081632653,Appartement,2.0
6,2020,16444.444444444445,Appartement,4.0
6,2020,10600.0,Local industriel. commercial ou assimilé,0.0
5,2020,14284.21052631579,Appartement,1.0
6,2020,24000.0,Appartement,1.0
5,2020,15394.736842105263,Appartement,1.0
7,2020,15647.307692307691,Appartement,4.0
5,2020,33727.27272727273,Appartement,1.0
5,2020,17581.81818181818,Appartement,1.0
5,2020,5806.451612903225,Appartement,2.0
5,2020,10370.37037037037,Appartement,1.0
5,2020,11025.641025641025,Appartement,2.0
7,2020,16952.4,Appartement,3.0
7,2020,15000.0,Appartement,5.0
7,2020,13099.413793103447,Appartement,2.0
7,2020,10997.64705882353,Appartement,3.0
6,2020,12954.545454545454,Appartement,1.0
7,2020,12045.454545454546,Appartement,1.0
5,2020,283333.3333333333,Appartement,1.0
5,2020,18888.88888888889,Appartement,6.0
5,2020,18888.88888888889,Appartement,1.0
7,2020,14794.21568627451,Appartement,2.0
5,2020,15600.0,Appartement,2.0
5,2020,29787.23404255319,Appartement,3.0
