Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;Coordonnée en X (L93);Coordonnée en Y (L93);geo_shape;geo_point_2d
2002725;48, RUE DE LA GLACIERE;75013;Paris;2015;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;13;logement familial;651881.803;6859425.7651;"{""coordinates"": [2.344492379200941, 48.833089240160575], ""type"": ""Point""}";48.833089240160575, 2.344492379200941
2002758;129, RUE DU FAUBOURG DU TEMPLE 1, COUR DE LA GRACE DE DIEU;75010;Paris;2015;IMM 3F;1;0;1;0;0;construction neuve;;10;logement familial;654196.9359;6863693.5055;"{""coordinates"": [2.3755700226183922, 48.87163755036085], ""type"": ""Point""}";48.87163755036085, 2.3755700226183922
2002765;112, AVENUE DU GENERAL LECLERC;75014;Paris;2015;1001 VIES HABITAT;18;0;0;0;18;acquisition conventionnement;;14;logement familial;650509.1319;6858608.7702;"{""coordinates"": [2.3258885786488226, 48.82563797993826], ""type"": ""Point""}";48.82563797993826, 2.3258885786488226
2002766;62, RUE BEAUNIER;75014;Paris;2015;1001 VIES HABITAT;7;0;0;0;7;acquisition conventionnement;;14;logement familial;650568.136;6858502.2904;"{""coordinates"": [2.3267045966546003, 48.82468492016299], ""type"": ""Point""}";48.82468492016299, 2.3267045966546003
2002815;218, RUE DU FAUBOURG SAINT DENIS;75010;Paris;2015;RIVP;14;8;6;0;0;acquisition réhabilitation;;10;logement familial;653016.656;6865006.118;"{""coordinates"": [2.3593348595867143, 48.88335651977797], ""type"": ""Point""}";48.88335651977797, 2.3593348595867143
2002821;10-16, RUE CHARLES DELESCLUZE 29, RUE DE LA FORGE ROYALE;75011;Paris;2015;RIVP;55;17;22;0;16;acquisition conventionnement;;11;logement familial;654521.9159;6861561.6363;"{""coordinates"": [2.3802283835464944, 48.85248891980675], ""type"": ""Point""}";48.85248891980675, 2.3802283835464944
2002831;54, RUE PIERRE LAROUSSE;75014;Paris;2015;RIVP;1;1;0;0;0;acquisition réhabilitation;;14;logement familial;649537.207;6859122.2533;"{""coordinates"": [2.312589838524538, 48.83018043030905], ""type"": ""Point""}";48.83018043030905, 2.312589838524538
2002867;30 BIS, RUE DE NANTES;75019;Paris;2015;ELOGIE SIEMP;9;0;0;0;9;construction neuve;;19;logement familial;654616.044;6866013.304;"{""coordinates"": [2.381035559614376, 48.892528530102645], ""type"": ""Point""}";48.892528530102645, 2.381035559614376
2002910;65, RUE DE LAGNY VINCENNES IV;75020;Paris;2016;ELOGIE SIEMP;207;20;83;0;104;acquisition conventionnement;;20;logement familial;656423.3;6861164.8859;"{""coordinates"": [2.406179952981697, 48.84905234986406], ""type"": ""Point""}";48.84905234986406, 2.406179952981697
2002917;64, RUE DES MARAICHERS;75020;Paris;2016;FREHA;25;25;0;0;0;construction neuve;;20;maison relais;656460.8249;6861610.5473;"{""coordinates"": [2.406645651609045, 48.853062719587825], ""type"": ""Point""}";48.853062719587825, 2.406645651609045
2002935;105, AVENUE DE CLICHY;75017;Paris;2016;IMM 3F;19;9;10;0;0;construction neuve;;17;logement familial;650283.473;6865701.3663;"{""coordinates"": [2.3219855403593823, 48.88940340990573], ""type"": ""Point""}";48.88940340990573, 2.3219855403593823
2002936;19, RUE DE NANTES;75019;Paris;2016;IMM 3F;1;0;1;0;0;construction neuve;;19;logement familial;654691.637;6865928.3652;"{""coordinates"": [2.382075550040739, 48.891770029998284], ""type"": ""Point""}";48.891770029998284, 2.382075550040739
2002937;29, RUE PIERRE FONTAINE;75009;Paris;2016;HENEO;1;1;0;0;0;acquisition réhabilitation;;9;logement familial;651105.009;6864935.4504;"{""coordinates"": [2.3332769813832184, 48.88257870985528], ""type"": ""Point""}";48.88257870985528, 2.3332769813832184
2002941;57 RUE DE LANCRY;75010;Paris;2016;PARIS HABITAT;28;16;8;0;4;acquisition réhabilitation;;10;logement familial;653236.0989;6863735.213;"{""coordinates"": [2.3624669715648112, 48.87194356972331], ""type"": ""Point""}";48.87194356972331, 2.3624669715648112
2002947;"43, RUE DE FECAMP
8-12 RUE TOURNEUX
2-34 RUE EDOUARD ROBERT";75012;Paris;2016;PARIS HABITAT;3;3;0;0;0;construction neuve;;12;logement familial;656003.05;6859758.6596;"{""coordinates"": [2.400598882006707, 48.8363775102808], ""type"": ""Point""}";48.8363775102808, 2.400598882006707
2003039;4, RUE SAINTE ANASTASE;75003;Paris;2016;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;3;logement familial;653350.468;6862359.959;"{""coordinates"": [2.3641770665111275, 48.85958442037579], ""type"": ""Point""}";48.85958442037579, 2.3641770665111275
2003055;12, RUE D'ANNAM;75020;Paris;2017;ADOMA;22;22;0;0;0;construction neuve;;20;résidence sociale pour démunis;655544.7299;6863123.0362;"{""coordinates"": [2.394003356342169, 48.86660184955561], ""type"": ""Point""}";48.86660184955561, 2.394003356342169
2003059;183, RUE ORDENER;75018;Paris;2017;AXIMO;9;5;4;0;0;construction neuve;;18;logement familial;651277.003;6866165.3574;"{""coordinates"": [2.335481015335345, 48.893651850113585], ""type"": ""Point""}";48.893651850113585, 2.335481015335345
2003090;"58-60, RUE DE TOLBIAC
21-23, RUE RICHEMONT";75013;Paris;2017;HSF;6;6;0;0;0;construction neuve;;13;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;653713.645;6858792.3086;"{""coordinates"": [2.369515132339581, 48.82752663959383], ""type"": ""Point""}";48.82752663959383, 2.369515132339581
2003110;18, AVENUE DE LA PORTE DE LA VILLETTE;75019;Paris;2017;RATP HABITAT;112;0;90;0;22;construction neuve;;19;résidence étudiante;655111.169;6866763.6248;"{""coordinates"": [2.3877086505705862, 48.899310590435256], ""type"": ""Point""}";48.899310590435256, 2.3877086505705862
2003155;14 RUE OBERKAMPF;75011;Paris;2017;RIVP;38;19;11;0;8;construction neuve;;11;logement familial;653699.077;6862757.8503;"{""coordinates"": [2.368884983659781, 48.86318776020001], ""type"": ""Point""}";48.86318776020001, 2.368884983659781
2003175;61 BD BARBES;75018;Paris;2017;RIVP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652292.8609;6865744.3521;"{""coordinates"": [2.3493826864745064, 48.88994198967502], ""type"": ""Point""}";48.88994198967502, 2.3493826864745064
2003185;RESIDENCE BRANCION;75015;Paris;2017;RIVP;114;114;0;0;0;construction neuve;;15;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;648608.123;6858649.6623;"{""coordinates"": [2.299991472181645, 48.8258569697393], ""type"": ""Point""}";48.8258569697393, 2.299991472181645
2003202;116 RUE DE JAVEL;75015;Paris;2017;TOIT ET JOIE;55;17;28;0;10;acquisition réhabilitation;;15;logement familial;647669.5339;6860616.4215;"{""coordinates"": [2.2869657415860667, 48.84346856019436], ""type"": ""Point""}";48.84346856019436, 2.2869657415860667
2003234;17, RUE RUHMKORFF;75017;Paris;2017;AXIMO;19;9;10;0;0;acquisition conventionnement;;17;logement familial;647664.477;6864843.4025;"{""coordinates"": [2.2863763395321626, 48.88148051987553], ""type"": ""Point""}";48.88148051987553, 2.2863763395321626
2003248;112, RUE FALGUIERE;75015;Paris;2017;PARIS HABITAT;24;5;14;0;5;acquisition conventionnement;;15;logement familial;649443.6889;6860018.2575;"{""coordinates"": [2.311209522608098, 48.83823091027692], ""type"": ""Point""}";48.83823091027692, 2.311209522608098
2003267;22-32 RUE DES LILAS;75019;Paris;2018;1001 VIES HABITAT;93;0;0;0;93;acquisition conventionnement;;19;logement familial;655750.053;6864567.2009;"{""coordinates"": [2.3966517114247408, 48.8796030899047], ""type"": ""Point""}";48.8796030899047, 2.3966517114247408
2003294;7 RUE DU ROI D'ALGER;75018;Paris;2018;AXIMO;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652129.2439;6866350.5238;"{""coordinates"": [2.3470830685305426, 48.89538090966586], ""type"": ""Point""}";48.89538090966586, 2.3470830685305426
2003312;125-129, BD DE CHARONNE;75011;Paris;2018;ELOGIE SIEMP;202;101;61;0;40;acquisition conventionnement;;11;logement familial;655454.838;6862068.7791;"{""coordinates"": [2.3928885262646866, 48.857114809956876], ""type"": ""Point""}";48.857114809956876, 2.3928885262646866
2003333;45-47, RUE DES POISSONNIERS;75018;Paris;2018;ELOGIE SIEMP;75;75;0;0;0;construction neuve;;18;foyer pour jeunes travailleurs ou résidence pour jeunes actifs;652449.78;6865660.774;"{""coordinates"": [2.351531971541117, 48.88920201028823], ""type"": ""Point""}";48.88920201028823, 2.351531971541117
2003348;PARIS RIVE GAUCHE LOT B1B4;75013;Paris;2018;HAB.CONF.;15;0;15;0;0;construction neuve;;13;résidence étudiante;654663.082;6858605.8196;"{""coordinates"": [2.3824671245972295, 48.82591698985675], ""type"": ""Point""}";48.82591698985675, 2.3824671245972295
2003365;5 IMPASSE DES TROIS SŒURS;75011;Paris;2018;IMM 3F;16;8;6;0;2;construction neuve;;11;logement familial;654315.007;6862245.267;"{""coordinates"": [2.3773352983885663, 48.858622130046705], ""type"": ""Point""}";48.858622130046705, 2.3773352983885663
2003368;35, RUE ARCHEREAU;75019;Paris;2018;INLI;3;0;0;0;3;construction neuve;;19;logement familial;654085.924;6865880.4439;"{""coordinates"": [2.3738202426190864, 48.891296179668636], ""type"": ""Point""}";48.891296179668636, 2.3738202426190864
2003405;89 RUE BLOMET;75015;Paris;2018;RIVP;27;13;14;0;0;acquisition réhabilitation;;15;logement familial;648725.183;6860348.4029;"{""coordinates"": [2.3013811502300676, 48.84114313986231], ""type"": ""Point""}";48.84114313986231, 2.3013811502300676
2003411;71 RUE PHILIPPE DE GIRARD;75018;Paris;2018;RIVP;11;6;5;0;0;construction neuve;;18;logement familial;653130.7649;6865420.7079;"{""coordinates"": [2.3608450215773034, 48.88709311041619], ""type"": ""Point""}";48.88709311041619, 2.3608450215773034
2003418;6 BD D'INDOCHINE;75019;Paris;2018;RIVP;2;0;0;0;2;construction neuve;;19;logement familial;655787.857;6865072.2798;"{""coordinates"": [2.3971145691957263, 48.884147730363836], ""type"": ""Point""}";48.884147730363836, 2.3971145691957263
2003426;110-110BIS, RUE DE VAUGIRARD;75006;Paris;2018;3F RES;21;21;0;0;0;construction neuve;;6;résidence sociale pour démunis;650272.923;6860854.732;"{""coordinates"": [2.3224088426626097, 48.84581784007072], ""type"": ""Point""}";48.84581784007072, 2.3224088426626097
2003452;1 A 7, RUE DU DOCTEUR TUFFIER;75013;Paris;2018;PARIS HABITAT;75;0;45;0;30;acquisition conventionnement;;13;logement familial;652649.0459;6858192.0546;"{""coordinates"": [2.3550812195801725, 48.822051129731285], ""type"": ""Point""}";48.822051129731285, 2.3550812195801725
2003504;73, BOULEVARD KELLERMANN;75013;Paris;2019;ELOGIE SIEMP;2;0;0;0;2;acquisition réhabilitation;;13;logement familial;652197.841;6857994.812;"{""coordinates"": [2.3489582466719203, 48.82024398968737], ""type"": ""Point""}";48.82024398968737, 2.3489582466719203
2003517;18, RUE PRADIER;75019;Paris;2019;SEQENS HABITAT;4;0;0;0;4;construction neuve;;19;logement familial;654679.721;6864171.6691;"{""coordinates"": [2.3821005182703328, 48.875971729827995], ""type"": ""Point""}";48.875971729827995, 2.3821005182703328
2003548;10 RUE BOYER;75020;Paris;2019;RIVP;35;0;0;0;35;acquisition réhabilitation;;20;logement familial;655452.045;6863226.9836;"{""coordinates"": [2.3927290650687802, 48.86753023028173], ""type"": ""Point""}";48.86753023028173, 2.3927290650687802
2003556;50-62, BOULEVARD JOURDAN 160, RUE DE LA TOMBE ISSOIRE;75014;Paris;2019;RIVP;68;0;68;0;0;construction neuve;;14;résidence étudiante;650817.036;6858247.2309;"{""coordinates"": [2.3301240914120247, 48.82241017013727], ""type"": ""Point""}";48.82241017013727, 2.3301240914120247
2003569;2, RUE SORBIER;75020;Paris;2019;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;655216.054;6863335.2379;"{""coordinates"": [2.389500790360899, 48.86848737986497], ""type"": ""Point""}";48.86848737986497, 2.389500790360899
2003605;12 RUE GOUTHIERE;75013;Paris;2019;ELOGIE SIEMP;1;0;0;0;1;acquisition conventionnement;;13;logement familial;652340.746;6858038.2337;"{""coordinates"": [2.3508995929861145, 48.82064507013897], ""type"": ""Point""}";48.82064507013897, 2.3508995929861145
2003607;36, RUE SIBUET (SIBUET 2);75012;Paris;2019;ELOGIE SIEMP;1;1;0;0;0;acquisition conventionnement;;12;logement familial;656146.8539;6860582.6303;"{""coordinates"": [2.40247300337046, 48.843797349838404], ""type"": ""Point""}";48.843797349838404, 2.40247300337046
2003612;2, RUE COURNOT LECOURBE 3;75015;Paris;2019;ELOGIE SIEMP;89;53;36;0;0;acquisition conventionnement;;15;logement familial;648107.533;6860244.6676;"{""coordinates"": [2.2929787775233796, 48.840160809923404], ""type"": ""Point""}";48.840160809923404, 2.2929787775233796
2003763;78 RUE LEGENDRE 21 RUE LAMANDE;75017;Paris;2019;AXIMO;2;1;1;0;0;acquisition conventionnement;;17;logement familial;650048.751;6865408.6537;"{""coordinates"": [2.3188190882314603, 48.88675298989444], ""type"": ""Point""}";48.88675298989444, 2.3188190882314603
2003592;110 RUE DE CLIGNANCOURT;75018;Paris;2020;AXIMO;10;4;4;0;2;acquisition réhabilitation;;18;logement familial;652277.2569;6866086.4345;"{""coordinates"": [2.3491314394102303, 48.89301705007382], ""type"": ""Point""}";48.89301705007382, 2.3491314394102303
2003633;62 RUE REGNAULT;75013;Paris;2020;ELOGIE SIEMP;1;0;0;0;1;acquisition conventionnement;;13;logement familial;654016.6809;6858387.445;"{""coordinates"": [2.3736864726323152, 48.823907319774825], ""type"": ""Point""}";48.823907319774825, 2.3736864726323152
2003647;35-37 RUE LEON;75018;Paris;2020;HSF;6;0;0;0;6;acquisition réhabilitation;;18;logement familial;652594.014;6865608.3171;"{""coordinates"": [2.353504737431146, 48.88874091994479], ""type"": ""Point""}";48.88874091994479, 2.353504737431146
2003710;97, RUE DE LA JONQUIERE;75017;Paris;2020;RIVP;6;4;2;0;0;construction neuve;;17;logement familial;649910.1829;6866339.9618;"{""coordinates"": [2.316819662404609, 48.89511709961847], ""type"": ""Point""}";48.89511709961847, 2.316819662404609
2003715;13, RUE LEBOUTEUX;75017;Paris;2020;RIVP;41;4;20;0;17;construction neuve;;17;logement familial;649818.408;6865021.1013;"{""coordinates"": [2.3157238753262326, 48.88324995981678], ""type"": ""Point""}";48.88324995981678, 2.3157238753262326
2003746;5, RUE SIMONET;75013;Paris;2020;RIVP;15;0;0;0;15;construction neuve;;13;logement familial;652451.8019;6858904.4882;"{""coordinates"": [2.352315292437236, 48.828443640177], ""type"": ""Point""}";48.828443640177, 2.352315292437236
2003749;GARE DE LYON DAUMESNIL - LES MESSAGERIES - LOT 7;75012;Paris;2020;SABLIERE;81;25;31;0;25;construction neuve;;12;logement familial;655052.708;6860094.9609;"{""coordinates"": [2.387616692304902, 48.83933631988762], ""type"": ""Point""}";48.83933631988762, 2.387616692304902
2003768;8 RUE D'AUTEUIL;75016;Paris;2020;AXIMO;22;13;9;0;0;acquisition réhabilitation;;16;logement familial;646303.0349;6861089.5808;"{""coordinates"": [2.2682876775482805, 48.847611219861015], ""type"": ""Point""}";48.847611219861015, 2.2682876775482805
2003771;56-58 RUE DESNOUETTES;75015;Paris;2021;ASSOCIATION BENOIT MENNI;90;0;0;0;90;construction neuve;;15;foyer pour personnes handicapées;647735.304;6859786.1941;"{""coordinates"": [2.287963855593757, 48.836007679991475], ""type"": ""Point""}";48.836007679991475, 2.287963855593757
2003835;8 RUE DES APENNINS;75017;Paris;2021;RIVP;19;19;0;0;0;construction neuve;;17;maison relais;650264.752;6865807.3151;"{""coordinates"": [2.321717832089586, 48.890354719879], ""type"": ""Point""}";48.890354719879, 2.321717832089586
2003839;61 RUE CUSTINE;75018;Paris;2021;RIVP;12;3;6;0;3;acquisition réhabilitation;;18;logement familial;651828.391;6865716.5798;"{""coordinates"": [2.343051811065025, 48.88965766030342], ""type"": ""Point""}";48.88965766030342, 2.343051811065025
CPE24;29 BOULEVARD RICHARD LENOIR;75011;Paris;2021;RIVP;29;17;12;0;0;acquisition conventionnement;;11;logement familial;653818.502;6862105.655;"{""coordinates"": [2.3705836241744973, 48.8573312102104], ""type"": ""Point""}";48.8573312102104, 2.3705836241744973
CPE46;122 AV PHILIPPE AUGUSTE;75011;Paris;2021;RIVP;16;5;6;0;5;acquisition conventionnement;;11;logement familial;655279.174;6862113.1173;"{""coordinates"": [2.390489810565775, 48.8575013703706], ""type"": ""Point""}";48.8575013703706, 2.390489810565775
2003963;13 RUE BOINOD;75018;Paris;2022;AXIMO;1;1;0;0;0;acquisition réhabilitation;;18;logement familial;652370.295;6866067.6513;"{""coordinates"": [2.350402393412319, 48.89285502988912], ""type"": ""Point""}";48.89285502988912, 2.350402393412319
2003972;11-13 RUE AU MAIRE;75003;Paris;2022;ELOGIE SIEMP;8;3;3;0;2;acquisition réhabilitation;;3;logement familial;652816.297;6862910.0987;"{""coordinates"": [2.356835678999113, 48.864492850350885], ""type"": ""Point""}";48.864492850350885, 2.356835678999113
2004019;46 RUE BEAUNIER;75014;Paris;2022;PARIS HABITAT;14;4;5;0;5;construction neuve;;14;logement familial;650661.7039;6858488.9415;"{""coordinates"": [2.3279805404787566, 48.82457204002979], ""type"": ""Point""}";48.82457204002979, 2.3279805404787566
2004024;9-11  RUE D'ALLERAY;75015;Paris;2022;PARIS HABITAT;23;7;9;0;7;construction neuve;;15;logement familial;648690.918;6860053.5286;"{""coordinates"": [2.300949881520517, 48.838488610317896], ""type"": ""Point""}";48.838488610317896, 2.300949881520517
2004029;112 RUE DE MEAUX;75019;Paris;2022;RIVP;16;0;0;0;16;acquisition réhabilitation;;19;logement familial;654648.1779;6865234.0721;"{""coordinates"": [2.381557030470491, 48.88552341991167], ""type"": ""Point""}";48.88552341991167, 2.381557030470491
2004042;87 RUE DE TURENNE;75003;Paris;2022;RIVP;3;3;0;0;0;acquisition réhabilitation;;3;logement familial;653372.349;6862480.6772;"{""coordinates"": [2.3644620442866082, 48.86067160989208], ""type"": ""Point""}";48.86067160989208, 2.3644620442866082
2004055;29 QUAI DE GRENELLE;75015;Paris;2022;HAB.CONF.;20;20;0;0;0;construction neuve;;15;maison relais;647654.869;6861629.3616;"{""coordinates"": [2.2866412490858683, 48.8525766497369], ""type"": ""Point""}";48.8525766497369, 2.2866412490858683
2004063;13 RUE SCIPION;75005;Paris;2022;TOIT ET JOIE;33;0;33;0;0;construction neuve;;5;résidence étudiante;652540.522;6860033.1456;"{""coordinates"": [2.3533978600533305, 48.8386003004359], ""type"": ""Point""}";48.8386003004359, 2.3533978600533305
CPE57;RESIDENCE DAUNAY - 9 IMPASSE DAUNAY;75011;Paris;2022;ELOGIE SIEMP;9;5;4;0;0;acquisition conventionnement;;11;logement familial;655037.421;6862434.9124;"{""coordinates"": [2.387160998263236, 48.86037842043831], ""type"": ""Point""}";48.86037842043831, 2.387160998263236
CPE70;77, 77P et 81P RUE D'AVRON;75020;Paris;2022;ELOGIE SIEMP;15;0;0;0;15;acquisition conventionnement;;20;logement familial;656292.4859;6861546.962;"{""coordinates"": [2.4043581415513224, 48.85247949998445], ""type"": ""Point""}";48.85247949998445, 2.4043581415513224
2004068;105 BOULEVARD RASPAIL;75006;Paris;2023;RIVP;48;0;36;0;12;construction neuve;;6;résidence étudiante;650729.2479;6860879.3419;"{""coordinates"": [2.3286236653704435, 48.84607421016604], ""type"": ""Point""}";48.84607421016604, 2.3286236653704435
2004166;7-7BIS CITE VERON;75018;Paris;2023;RIVP;16;10;6;0;0;acquisition réhabilitation;;18;logement familial;651014.6259;6865145.5559;"{""coordinates"": [2.33202035752839, 48.88446124960997], ""type"": ""Point""}";48.88446124960997, 2.33202035752839
